,banks,discount_description,vendor_image,vendor_name
83,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 10% off at Cafe Floc with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Cafe Floc
84,"[{'bank_name': 'bankislami', 'uri': 'https://propakistani.pk/tools/bank/bankislami/'}]",Enjoy up to 15% off at Cafe Liquteria with BankIslami,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Cafe Liquteria
85,"[{'bank_name': 'bank-alfalah', 'uri': 'https://propakistani.pk/tools/bank/bank-alfalah/'}, {'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}]",Enjoy up to 20% off on Cafe Zouk,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Cafe Zouk
86,"[{'bank_name': 'bank-alfalah', 'uri': 'https://propakistani.pk/tools/bank/bank-alfalah/'}]",Enjoy up to 20% off at Cake Shop - Movenpick with Bank Alfalah,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Cake Shop - Movenpick
87,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 10% off at Califord with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Califord
88,"[{'bank_name': 'ubl-bank', 'uri': 'https://propakistani.pk/tools/bank/ubl-bank/'}]",Enjoy up to 20% off on Canada Medical Group Pakistan with UBL.,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Canada Medical Group Pakistan
89,"[{'bank_name': 'meezan-bank', 'uri': 'https://propakistani.pk/tools/bank/meezan-bank/'}]",Enjoy up to 40% off at Careem (Every Friday) with Meezan Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Careem
90,"[{'bank_name': 'sc', 'uri': 'https://propakistani.pk/tools/bank/sc/'}]",Enjoy up to 20% off at Casa Bianca Restaurant with Standard Chartered Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Casa Bianca Restaurant
91,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 20% off at Casa Villa,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Casa Villa
92,"[{'bank_name': 'bank-alfalah', 'uri': 'https://propakistani.pk/tools/bank/bank-alfalah/'}, {'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}]",Enjoy up to 15% off on Casbah,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Casbah
93,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 15% off at Centra Flora with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Centra Flora
94,"[{'bank_name': 'ubl-bank', 'uri': 'https://propakistani.pk/tools/bank/ubl-bank/'}]",Enjoy up to 15% off on Chairman Mao with UBL.,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Chairman Mao
95,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]","Enjoy up to 15% off (avail discount on amount spend up to PKR 25,000/-) at Chandni with Faysal Bank","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Chandni
96,"[{'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}]",Enjoy up to 25% off on Charcoal BBQ n Grill Restaurant with HBL,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Charcoal BBQ n Grill Restaurant
97,"[{'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}, {'bank_name': 'sc', 'uri': 'https://propakistani.pk/tools/bank/sc/'}]",Enjoy up to 25% off at Charles & Keith,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Charles & Keith
98,"[{'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}, {'bank_name': 'meezan-bank', 'uri': 'https://propakistani.pk/tools/bank/meezan-bank/'}, {'bank_name': 'ubl-bank', 'uri': 'https://propakistani.pk/tools/bank/ubl-bank/'}]",Enjoy up to 20% off on Chatterbox Cafe.,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Chatterbox Cafe
99,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}, {'bank_name': 'meezan-bank', 'uri': 'https://propakistani.pk/tools/bank/meezan-bank/'}, {'bank_name': 'soneri-bank', 'uri': 'https://propakistani.pk/tools/bank/soneri-bank/'}, {'bank_name': 'sc', 'uri': 'https://propakistani.pk/tools/bank/sc/'}]",Enjoy 25% discount at Chicago Burger Factory,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Chicago Burger Factory
100,"[{'bank_name': 'sc', 'uri': 'https://propakistani.pk/tools/bank/sc/'}]",Enjoy up to 20% off at China Kitchen with Standard Chartered Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",China Kitchen
101,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 20% off (on all laboratory services) at Chiniot General Hospital with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Chiniot General Hospital
102,"[{'bank_name': 'soneri-bank', 'uri': 'https://propakistani.pk/tools/bank/soneri-bank/'}, {'bank_name': 'sc', 'uri': 'https://propakistani.pk/tools/bank/sc/'}]",Enjoy up to 10% off at Chips Fast Food,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Chips Fast Food
103,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 20% off at Chop Soy with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Chop Soy
104,"[{'bank_name': 'js', 'uri': 'https://propakistani.pk/tools/bank/js/'}]",Enjoy up to 20% off at Chotu Chaiwala with JS Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Chotu Chaiwala
105,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 20% off at CHROME with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",CHROME
106,"[{'bank_name': 'soneri-bank', 'uri': 'https://propakistani.pk/tools/bank/soneri-bank/'}]",Enjoy up to 15% off at Chughtai Lab with Soneri Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Chughtai Lab
107,"[{'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}]",Enjoy up to 20% off on Cinnabon with HBL,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Cinnabon
108,"[{'bank_name': 'bank-alfalah', 'uri': 'https://propakistani.pk/tools/bank/bank-alfalah/'}, {'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}]",Enjoy up to 15% off on Cinnamon Coffee Lounge,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Cinnamon Coffee Lounge
109,"[{'bank_name': 'bank-alfalah', 'uri': 'https://propakistani.pk/tools/bank/bank-alfalah/'}]",Enjoy free access to CIP International Lounges with Bank Alfalah,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",CIP Lounge
110,"[{'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}]",Enjoy up to 20% off on Claire's with HBL,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Claire's
111,"[{'bank_name': 'ubl-bank', 'uri': 'https://propakistani.pk/tools/bank/ubl-bank/'}]",Enjoy up to 50% off on Cliniconwheels with UBL.,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Cliniconwheels
112,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 20% off (only on new membership fee and monthly fee) at Club M with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Club M
113,"[{'bank_name': 'soneri-bank', 'uri': 'https://propakistani.pk/tools/bank/soneri-bank/'}]",Enjoy up to 10% off at Coco 9 Cafe with Soneri Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Coco 9 Cafe
114,"[{'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}]",Enjoy up to 20% off on Cocochan with HBL,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Cocochan
115,"[{'bank_name': 'soneri-bank', 'uri': 'https://propakistani.pk/tools/bank/soneri-bank/'}]",Enjoy up to 10% off at Coffee Wagera with Soneri Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Coffee Wagera
116,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 20% off at Companion with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Companion
117,"[{'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}, {'bank_name': 'soneri-bank', 'uri': 'https://propakistani.pk/tools/bank/soneri-bank/'}]",Enjoy up to 10% off at Copacabana Churrascaria,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Copacabana Churrascaria
118,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 20% off at Coral Salon & Spa with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Coral Salon & Spa
119,"[{'bank_name': 'bank-alfalah', 'uri': 'https://propakistani.pk/tools/bank/bank-alfalah/'}, {'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}, {'bank_name': 'ubl-bank', 'uri': 'https://propakistani.pk/tools/bank/ubl-bank/'}]",Enjoy up to 20% off at Cosmopolitan.,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Cosmopolitan
120,"[{'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}]",Enjoy up to 15% off on Cote Rotie with HBL,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Cote Rotie
121,"[{'bank_name': 'js', 'uri': 'https://propakistani.pk/tools/bank/js/'}]",Enjoy up to 30% off at Cote Rotio with JS Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Cote Rotio
122,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 20% off at Cotton & Cotton with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Cotton & Cotton
123,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]","Enjoy up to 15% off (avail discount on amount spend up to PKR 25,000/-) at Covo with Faysal Bank","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Covo
124,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 15% off at Creamello with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Creamello
125,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 15% off at Crescent Lawn with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Crescent Lawn
126,"[{'bank_name': 'bank-alfalah', 'uri': 'https://propakistani.pk/tools/bank/bank-alfalah/'}, {'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}]",Enjoy up to 15% off on Crocs,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Crocs
127,"[{'bank_name': 'sc', 'uri': 'https://propakistani.pk/tools/bank/sc/'}]",Enjoy up to 15% off at Dankotuwa Tableware with Standard Chartered Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Dankotuwa Tableware
128,"[{'bank_name': 'ubl-bank', 'uri': 'https://propakistani.pk/tools/bank/ubl-bank/'}]",Enjoy up to 20% off on Dapper Salon with UBL.,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Dapper Salon
129,"[{'bank_name': 'meezan-bank', 'uri': 'https://propakistani.pk/tools/bank/meezan-bank/'}]",Enjoy up to 15% off (maximum 750Rs.) at Daraz.pk on every friday with Meezan Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Daraz
130,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}, {'bank_name': 'ubl-bank', 'uri': 'https://propakistani.pk/tools/bank/ubl-bank/'}]",Enjoy up to 15% off (online purchases) at Dawaai.,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Dawaai
131,"[{'bank_name': 'bank-alfalah', 'uri': 'https://propakistani.pk/tools/bank/bank-alfalah/'}, {'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}]",Enjoy up to 15% off on Debenhams,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Debenhams
132,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 15% off at Deepak N Fahad with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Deepak N Fahad
133,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 15% off at Deepak Perwani with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Deepak Perwani
134,"[{'bank_name': 'bank-alfalah', 'uri': 'https://propakistani.pk/tools/bank/bank-alfalah/'}]",Enjoy up to 20% off at Del Frio with Bank Alfalah,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Del Frio
135,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 15% off at Desi Gali with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Desi Gali
136,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 15% off at Design 19 with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Design 19
137,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}, {'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}, {'bank_name': 'ubl-bank', 'uri': 'https://propakistani.pk/tools/bank/ubl-bank/'}]",Enjoy up to 30% off at DHL.,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",DHL
138,"[{'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}]",Enjoy up to 20% off on Dialogue with HBL,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Dialogue
139,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]","Enjoy up to 50% off at Diamond Gallery with Faysal Bank (Discount applicable only on purchase of Diamond Jewellery, stones and on making of Gold/Diamond jewelry)","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Diamond Gallery
140,"[{'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}]",Enjoy up to 20% off on Diamond Supreme Foam with HBL,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Diamond Supreme Foam
141,"[{'bank_name': 'ubl-bank', 'uri': 'https://propakistani.pk/tools/bank/ubl-bank/'}]",Enjoy up to 15% off on Dip Shop with UBL.,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Dip Shop
142,"[{'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}]",Enjoy up to 10% off on Dolce Vita Home with HBL,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Dolce Vita Home
143,"[{'bank_name': 'soneri-bank', 'uri': 'https://propakistani.pk/tools/bank/soneri-bank/'}]",Enjoy One Day Wedding Photography Free After Buying One,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Dossani Plus Studio
144,"[{'bank_name': 'bankislami', 'uri': 'https://propakistani.pk/tools/bank/bankislami/'}]",Enjoy up to 15% off at Dr. Bilal Bashir & Associates with BankIslami,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Dr. Bilal Bashir & Associates
145,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]","Enjoy up to 15% off (avail discount on amount spend up to PKR 25,000/-) at Dumpukht with Faysal Bank","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Dumpukht
146,"[{'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}, {'bank_name': 'ubl-bank', 'uri': 'https://propakistani.pk/tools/bank/ubl-bank/'}]",Enjoy up to 15% off on Dunkin Donuts.,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Dunkin Donuts
147,"[{'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}, {'bank_name': 'meezan-bank', 'uri': 'https://propakistani.pk/tools/bank/meezan-bank/'}]",Enjoy up to 10% off on DVAGO,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",DVAGO
148,"[{'bank_name': 'bank-alfalah', 'uri': 'https://propakistani.pk/tools/bank/bank-alfalah/'}, {'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}]",Enjoy up to 15% off on Dynasty,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Dynasty
149,"[{'bank_name': 'soneri-bank', 'uri': 'https://propakistani.pk/tools/bank/soneri-bank/'}]",Enjoy up to 15% off at Elemento Cafe with Soneri Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Elemento Cafe
150,"[{'bank_name': 'sc', 'uri': 'https://propakistani.pk/tools/bank/sc/'}]",Enjoy up to 10% off at Elkay International with Standard Chartered Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Elkay International
151,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 10% off at Ellemint Salon with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Ellemint Salon
152,"[{'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}]",Enjoy up to 10% off on Espresso with HBL,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Espresso
153,"[{'bank_name': 'sc', 'uri': 'https://propakistani.pk/tools/bank/sc/'}]",Enjoy up to 15% off at Esquires Coffee with SC Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Esquires Coffee
154,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}, {'bank_name': 'ubl-bank', 'uri': 'https://propakistani.pk/tools/bank/ubl-bank/'}]",Enjoy up to 25% off at Essa Laboratory.,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Essa Laboratory
155,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 15% off at Essa Pharmacy with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Essa Pharmacy
156,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 20% off at Essence De' Paris with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Essence De' Paris
157,"[{'bank_name': 'ubl-bank', 'uri': 'https://propakistani.pk/tools/bank/ubl-bank/'}]",Enjoy up to 15% off on Essence De’ Paris with UBL,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Essence De’ Paris
158,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 5% off (ALL FARES through official website) at Etihad Airways with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Etihad Airways
159,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}]",Enjoy up to 15% off at FAD-Fashion & Design with Faysal Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",FAD-Fashion & Design
160,"[{'bank_name': 'bank-alfalah', 'uri': 'https://propakistani.pk/tools/bank/bank-alfalah/'}]",Enjoy up to 20% off at Fanoos with Bank Alfalah,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Fanoos
161,"[{'bank_name': 'sc', 'uri': 'https://propakistani.pk/tools/bank/sc/'}]",Enjoy up to 20% off at Fatburger with Standard Chartered Bank,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Fatburger
162,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}, {'bank_name': 'meezan-bank', 'uri': 'https://propakistani.pk/tools/bank/meezan-bank/'}]",Enjoy up to 30% off at FedEx,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",FedEx
163,"[{'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}]",Enjoy up to 20% off on FHS with HBL,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",FHS
164,"[{'bank_name': 'faysal-bank', 'uri': 'https://propakistani.pk/tools/bank/faysal-bank/'}, {'bank_name': 'sc', 'uri': 'https://propakistani.pk/tools/bank/sc/'}]",Enjoy up to 20% off at Fidato Shoes,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Fidato Shoes
165,"[{'bank_name': 'hbl', 'uri': 'https://propakistani.pk/tools/bank/hbl/'}]",Enjoy up to 20% off on Figaro Grill with HBL,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E",Figaro Grill
