,card_detail,category,city,discount,max_discount_cap,title
2555,Bank Alfalah Pehchaan Account for Women,Dining,Abbottabad,15%,N/A,N/A
2556,Bank Alfalah Islamic Gold and Classic Debit Card,Dining,Abbottabad,15%,N/A,N/A
2557,Bank Alfalah Islamic Premier Signature Debit Card,Dining,Abbottabad,15%,N/A,N/A
2558,Bank Alfalah Islamic Signature Debit Card,Dining,Abbottabad,15%,N/A,N/A
2559,Bank Alfalah Islamic Powerpack Debit Card,Dining,Abbottabad,15%,N/A,N/A
2560,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Islamabad,15%,N/A,SAGE CAFE & GRILL
2561,Bank Alfalah Premier VISA Signature Debit Card,Dining,Islamabad,15%,N/A,SAGE CAFE & GRILL
2562,Bank Alfalah Visa Signature Debit Card,Dining,Islamabad,15%,N/A,SAGE CAFE & GRILL
2563,Bank Alfalah Visa Platinum Credit Card,Dining,Islamabad,15%,N/A,SAGE CAFE & GRILL
2564,Bank Alfalah American Express Card,Dining,Islamabad,15%,N/A,SAGE CAFE & GRILL
2565,Bank Alfalah Mastercard Optimus Credit Card,Dining,Islamabad,10%,N/A,SAGE CAFE & GRILL
2566,Bank Alfalah Visa Gold Credit Card,Dining,Islamabad,10%,N/A,SAGE CAFE & GRILL
2567,Bank Alfalah Visa Classic Credit Card,Dining,Islamabad,10%,N/A,SAGE CAFE & GRILL
2568,Bank Alfalah Debit Cards,Dining,Islamabad,10%,N/A,SAGE CAFE & GRILL
2569,Bank Alfalah Mastercard Optimus Credit Card,Dining,Karachi,30%,N/A,Sajjad Restaurant
2570,Alfalah Premier VISA Platinum Credit Card,Dining,Karachi,30%,N/A,Sajjad Restaurant
2571,Alfalah Visa Platinum Credit Card,Dining,Karachi,30%,N/A,Sajjad Restaurant
2572,Alfalah Premier VISA Signature Debit Card,Dining,Karachi,30%,N/A,Sajjad Restaurant
2573,Alfalah Visa Signature Debit Card,Dining,Karachi,30%,N/A,Sajjad Restaurant
2574,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Faisalabad,Upto 30%,N/A,"Upto 30% off

01-07-2022 to 31-12-2023"
2575,Bank Alfalah Premier VISA Signature Debit Card,Dining,Faisalabad,Upto 30%,N/A,"Upto 30% off

01-07-2022 to 31-12-2023"
2576,Bank Alfalah Visa Signature Debit Card,Dining,Faisalabad,Upto 30%,N/A,"Upto 30% off

01-07-2022 to 31-12-2023"
2577,Bank Alfalah Visa Platinum Credit Card,Dining,Faisalabad,Upto 30%,N/A,"Upto 30% off

01-07-2022 to 31-12-2023"
2578,Bank Alfalah American Express Card,Dining,Faisalabad,Upto 30%,N/A,"Upto 30% off

01-07-2022 to 31-12-2023"
2579,Bank Alfalah Mastercard Optimus Credit Card,Dining,Faisalabad,Upto 30%,N/A,"Upto 30% off

01-07-2022 to 31-12-2023"
2580,Bank Alfalah Visa Gold Credit Card,Dining,Faisalabad,Upto 30%,N/A,"Upto 30% off

01-07-2022 to 31-12-2023"
2581,Bank Alfalah Mastercard Titanium Credit Card,Dining,Faisalabad,Upto 30%,N/A,"Upto 30% off

01-07-2022 to 31-12-2023"
2582,Bank Alfalah Ultra Cashback Card,Dining,Faisalabad,Upto 30%,N/A,"Upto 30% off

01-07-2022 to 31-12-2023"
2583,Bank Alfalah Visa Classic Credit Card,Dining,Faisalabad,Upto 30%,N/A,"Upto 30% off

01-07-2022 to 31-12-2023"
2584,Bank Alfalah Debit Cards,Dining,Faisalabad,Upto 30%,N/A,"Upto 30% off

01-07-2022 to 31-12-2023"
2585,Bank Alfalah Pehchaan Account for Women,Dining,Faisalabad,Upto 30%,N/A,"Upto 30% off

01-07-2022 to 31-12-2023"
2586,Bank Alfalah Islamic Gold and Classic Debit Card,Dining,Faisalabad,Upto 30%,N/A,"Upto 30% off

01-07-2022 to 31-12-2023"
2587,Bank Alfalah Islamic Premier Signature Debit Card,Dining,Faisalabad,Upto 30%,N/A,"Upto 30% off

01-07-2022 to 31-12-2023"
2588,Bank Alfalah Islamic Signature Debit Card,Dining,Faisalabad,Upto 30%,N/A,"Upto 30% off

01-07-2022 to 31-12-2023"
2589,Bank Alfalah Islamic Powerpack Debit Card,Dining,Faisalabad,Upto 30%,N/A,"Upto 30% off

01-07-2022 to 31-12-2023"
2590,Bank Alfalah Islamic Premier Signature Debit Card,Dining,Karachi,25%,"25% discount not More than Rs.5,000
 	20% discount not more than Rs.2,500",N/A
2591,Bank Alfalah Islamic Signature Debit,Dining,Karachi,20%,"25% discount not More than Rs.5,000
 	20% discount not more than Rs.2,500",N/A
2592,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Karachi,25%,"25% discount not More than Rs.5,000
 	20% discount not more than Rs.2,500",N/A
2593,Bank Alfalah Premier VISA Signature Debit Card,Dining,Karachi,25%,"25% discount not More than Rs.5,000
 	20% discount not more than Rs.2,500",N/A
2594,Bank Alfalah Visa Platinum Credit Card,Dining,Karachi,20%,"25% discount not More than Rs.5,000
 	20% discount not more than Rs.2,500",N/A
2595,Bank Alfalah Visa Signature Debit Card,Dining,Karachi,20%,"25% discount not More than Rs.5,000
 	20% discount not more than Rs.2,500",N/A
2596,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2597,Bank Alfalah Premier VISA Signature Debit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2598,Bank Alfalah Visa Signature Debit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2599,Bank Alfalah Visa Platinum Credit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2600,Bank Alfalah American Express Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2601,Bank Alfalah Mastercard Optimus Credit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2602,Bank Alfalah Visa Gold Credit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2603,Bank Alfalah Mastercard Titanium Credit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2604,Bank Alfalah Ultra Cashback Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2605,Bank Alfalah Visa Classic Credit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2606,Bank Alfalah Debit Cards,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2607,Bank Alfalah Pehchaan Account for Women,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2608,Bank Alfalah Islamic Gold and Classic Debit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2609,Bank Alfalah Islamic Premier Signature Debit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2610,Bank Alfalah Islamic Signature Debit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2611,Bank Alfalah Islamic Powerpack Debit Card,Dining,Islamabad,10%,N/A,"10% off

01-11-2022 to 31-12-2023"
2612,Alfalah Premier VISA Signature Debit Card,Shopping,Nationwide,10%,N/A,All Items
2613,Alfalah Visa Signature Debit Card,Shopping,Nationwide,10%,N/A,All Items
2614,Bank Alfalah Debit Cards,Shopping,Nationwide,10%,N/A,All Items
2615,Bank Alfalah Mastercard Optimus Credit Card,Dining,Karachi,15%,N/A,Seafront – Beach Luxury
2616,Alfalah Premier VISA Platinum Credit Card,Dining,Karachi,15%,N/A,Seafront – Beach Luxury
2617,Alfalah Premier VISA Signature Debit Card,Dining,Karachi,15%,N/A,Seafront – Beach Luxury
2618,Alfalah Visa Platinum Credit Card,Dining,Karachi,15%,N/A,Seafront – Beach Luxury
2619,Alfalah Visa Signature Debit Card,Dining,Karachi,15%,N/A,Seafront – Beach Luxury
2620,Bank Alfalah Mastercard Optimus Credit Card,Other,Lahore,10%,N/A,Discount Cap at Rs. 500.
2621,Alfalah Mastercard Titanium Credit Card,Other,Lahore,10%,N/A,Discount Cap at Rs. 500.
2622,Alfalah Pehchaan Account for Women,Other,Lahore,10%,N/A,Discount Cap at Rs. 500.
2623,Alfalah Premier VISA Platinum Credit Card,Other,Lahore,10%,N/A,Discount Cap at Rs. 500.
2624,Alfalah Premier VISA Signature Debit Card,Other,Lahore,10%,N/A,Discount Cap at Rs. 500.
2625,Alfalah Ultra Cashback Card,Other,Lahore,10%,N/A,Discount Cap at Rs. 500.
2626,Alfalah Visa Classic Credit Card,Other,Lahore,10%,N/A,Discount Cap at Rs. 500.
2627,Alfalah Visa Gold Credit Card,Other,Lahore,10%,N/A,Discount Cap at Rs. 500.
2628,Alfalah Visa Platinum Credit Card,Other,Lahore,10%,N/A,Discount Cap at Rs. 500.
2629,Alfalah Visa Signature Debit Card,Other,Lahore,10%,N/A,Discount Cap at Rs. 500.
2630,Bank Alfalah Debit Cards,Other,Lahore,10%,N/A,Discount Cap at Rs. 500.
2631,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Islamabad,15% ,N/A,Shaghf coffee islamabad
2632,Bank Alfalah Premier VISA Signature Debit Card,Dining,Islamabad,15%,N/A,Shaghf coffee islamabad
2633,Bank Alfalah Visa Signature Debit Card,Dining,Islamabad,15%,N/A,Shaghf coffee islamabad
2634,Bank Alfalah Visa Platinum Credit Card,Dining,Islamabad,15%,N/A,Shaghf coffee islamabad
2635,Bank Alfalah American Express Card,Dining,Islamabad,15%,N/A,Shaghf coffee islamabad
2636,Bank Alfalah Mastercard Optimus Credit Card,Dining,Islamabad,15%,N/A,Shaghf coffee islamabad
2637,Bank Alfalah Visa Gold Credit Card,Dining,Islamabad,15%,N/A,Shaghf coffee islamabad
2638,Bank Alfalah Mastercard Titanium Credit Card,Dining,Islamabad,15%,N/A,Shaghf coffee islamabad
2639,Bank Alfalah Ultra Cashback Card,Dining,Islamabad,15%,N/A,Shaghf coffee islamabad
2640,Bank Alfalah Visa Classic Credit Card,Dining,Islamabad,15%,N/A,Shaghf coffee islamabad
2641,Bank Alfalah Debit Cards,Dining,Islamabad,15%,N/A,Shaghf coffee islamabad
2642,Bank Alfalah Pehchaan Account for Women,Dining,Islamabad,15%,N/A,Shaghf coffee islamabad
2643,Bank Alfalah Islamic Gold and Classic Debit Card,Dining,Islamabad,15%,N/A,Shaghf coffee islamabad
2644,Bank Alfalah Islamic Premier Signature Debit Card,Dining,Islamabad,15%,N/A,Shaghf coffee islamabad
2645,Bank Alfalah Islamic Signature Debit Card,Dining,Islamabad,15%,N/A,Shaghf coffee islamabad
2646,Bank Alfalah Islamic Powerpack Debit Card,Dining,Islamabad,15%,N/A,Shaghf coffee islamabad
2647,Bank Alfalah Mastercard Optimus Credit Card,N/A,Islamabad,15%,N/A,Discount Cap Rs.3000/-
2648,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,Islamabad,20%,N/A,N/A
2649,Alfalah American Express Card,Lifestyle,Islamabad,20%,N/A,N/A
2650,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,Lahore,10%,N/A,N/A
2651,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Islamabad,20%,N/A,Discount on selected services
2652,Bank Alfalah Premier VISA Signature Debit Card,Dining,Islamabad,20%,N/A,Discount on selected services
2653,Bank Alfalah Visa Signature Debit Card,Dining,Islamabad,20%,N/A,Discount on selected services
2654,Bank Alfalah Visa Platinum Credit Card,Dining,Islamabad,20%,N/A,Discount on selected services
2655,Bank Alfalah American Express Card,Dining,Islamabad,20%,N/A,Discount on selected services
2656,Bank Alfalah Mastercard Optimus Credit Card,Dining,Islamabad,15%,N/A,Discount on selected services
2657,Bank Alfalah Visa Gold Credit Card,Dining,Islamabad,15%,N/A,Discount on selected services
2658,Bank Alfalah Visa Classic Credit Card,Dining,Islamabad,15%,N/A,Discount on selected services
2659,Bank Alfalah Debit Cards,Dining,Islamabad,15%,N/A,Discount on selected services
2660,Bank Alfalah Mastercard Optimus Credit Card,Dining,Islamabad,20%,N/A,N/A
2661,Alfalah American Express Card,Dining,Islamabad,20%,N/A,N/A
2662,Alfalah Mastercard Titanium Credit Card,Dining,Islamabad,20%,N/A,N/A
2663,Alfalah Premier VISA Platinum Credit Card,Dining,Islamabad,20%,N/A,N/A
2664,Alfalah Premier VISA Signature Debit Card,Dining,Islamabad,20%,N/A,N/A
2665,Alfalah Ultra Cashback Card,Dining,Islamabad,20%,N/A,N/A
2666,Alfalah Visa Classic Credit Card,Dining,Islamabad,20%,N/A,N/A
2667,Alfalah Visa Gold Credit Card,Dining,Islamabad,20%,N/A,N/A
2668,Alfalah Visa Platinum Credit Card,Dining,Islamabad,20%,N/A,N/A
2669,Alfalah Visa Signature Debit Card,Dining,Islamabad,20%,N/A,N/A
2670,Bank Alfalah Debit Cards,Dining,Islamabad,20%,N/A,N/A
2671,Bank Alfalah Islamic Premier Signature Debit Card,Dining,Karachi,25%,N/A,Maximum discount is PKR 5000 for premier cards and PKR 2500 for Platinum and signature cards
2672,Bank Alfalah Islamic Signature Debit,Dining,Karachi,20%,N/A,Maximum discount is PKR 5000 for premier cards and PKR 2500 for Platinum and signature cards
2673,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Karachi,25%,N/A,Maximum discount is PKR 5000 for premier cards and PKR 2500 for Platinum and signature cards
2674,Bank Alfalah Premier VISA Signature Debit Card,Dining,Karachi,25%,N/A,Maximum discount is PKR 5000 for premier cards and PKR 2500 for Platinum and signature cards
2675,Bank Alfalah Visa Platinum Credit Card,Dining,Karachi,20%,N/A,Maximum discount is PKR 5000 for premier cards and PKR 2500 for Platinum and signature cards
2676,Bank Alfalah Visa Signature Debit Card,Dining,Karachi,20%,N/A,Maximum discount is PKR 5000 for premier cards and PKR 2500 for Platinum and signature cards
2677,Bank Alfalah Mastercard Optimus Credit Card,Dining,"Murree, Other",UP to 40%,N/A,N/A
2678,Alfalah American Express Card,Dining,"Murree, Other",UP to 40%,N/A,N/A
2679,Alfalah Mastercard Titanium Credit Card,Dining,"Murree, Other",UP to 40%,N/A,N/A
2680,Alfalah Premier VISA Platinum Credit Card,Dining,"Murree, Other",UP to 40%,N/A,N/A
2681,Alfalah Premier VISA Signature Debit Card,Dining,"Murree, Other",UP to 40%,N/A,N/A
2682,Alfalah Ultra Cashback Card,Dining,"Murree, Other",UP to 40%,N/A,N/A
2683,Alfalah Visa Classic Credit Card,Dining,"Murree, Other",UP to 40%,N/A,N/A
2684,Alfalah Visa Gold Credit Card,Dining,"Murree, Other",UP to 40%,N/A,N/A
2685,Alfalah Visa Platinum Credit Card,Dining,"Murree, Other",UP to 40%,N/A,N/A
2686,Alfalah Visa Signature Debit Card,Dining,"Murree, Other",UP to 40%,N/A,N/A
2687,Bank Alfalah Debit Cards,Dining,"Murree, Other",UP to 40%,N/A,N/A
2688,Alfalah Premier VISA Platinum Credit Card,Lifestyle,"Lahore, Karachi",Upto 10%,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/shapes/,Shapes
2689,Alfalah Premier VISA Signature Debit Card,Lifestyle,"Lahore, Karachi",Upto 10%,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/shapes/,Shapes
2690,Alfalah Visa Platinum Credit Card,Lifestyle,"Lahore, Karachi",Upto 10%,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/shapes/,Shapes
2691,Alfalah Visa Signature Debit Card,Lifestyle,"Lahore, Karachi",Upto 10%,https://www.bankalfalah.com/personal-banking/cards/privileges-discounts/shapes/,Shapes
2692,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Gujranwala,15%,N/A,N/A
2693,Bank Alfalah Premier VISA Signature Debit Card,Dining,Gujranwala,15%,N/A,N/A
2694,Bank Alfalah Visa Signature Debit Card,Dining,Gujranwala,15%,N/A,N/A
2695,Bank Alfalah Visa Platinum Credit Card,Dining,Gujranwala,15%,N/A,N/A
2696,Bank Alfalah American Express Card,Dining,Gujranwala,15%,N/A,N/A
2697,Bank Alfalah Mastercard Optimus Credit Card,Dining,Gujranwala,10%,N/A,N/A
2698,Bank Alfalah Visa Gold Credit Card,Dining,Gujranwala,10%,N/A,N/A
2699,Bank Alfalah Visa Classic Credit Card,Dining,Gujranwala,10%,N/A,N/A
2700,Bank Alfalah Debit Cards,Dining,Gujranwala,10%,N/A,N/A
2701,Bank Alfalah Premier VISA Platinum Credit Card,Health,Islamabad,Upto 50% ,N/A,"Upto 50% off on selected services Bank Alfalah Cards
01-06-2022 to 31-12-2023"
2702,Bank Alfalah Premier VISA Signature Debit Card,Health,Islamabad,Upto 50% ,N/A,"Upto 50% off on selected services Bank Alfalah Cards
01-06-2022 to 31-12-2023"
2703,Bank Alfalah Visa Signature Debit Card,Health,Islamabad,Upto 50% ,N/A,"Upto 50% off on selected services Bank Alfalah Cards
01-06-2022 to 31-12-2023"
2704,Bank Alfalah Visa Platinum Credit Card,Health,Islamabad,Upto 50% ,N/A,"Upto 50% off on selected services Bank Alfalah Cards
01-06-2022 to 31-12-2023"
2705,Bank Alfalah American Express Card,Health,Islamabad,Upto 50% ,N/A,"Upto 50% off on selected services Bank Alfalah Cards
01-06-2022 to 31-12-2023"
2706,Bank Alfalah Mastercard Optimus Credit Card,Health,Islamabad,Upto 50% ,N/A,"Upto 50% off on selected services Bank Alfalah Cards
01-06-2022 to 31-12-2023"
2707,Bank Alfalah Visa Gold Credit Card,Health,Islamabad,Upto 50% ,N/A,"Upto 50% off on selected services Bank Alfalah Cards
01-06-2022 to 31-12-2023"
2708,Bank Alfalah Mastercard Titanium Credit Card,Health,Islamabad,Upto 50% ,N/A,"Upto 50% off on selected services Bank Alfalah Cards
01-06-2022 to 31-12-2023"
2709,Bank Alfalah Ultra Cashback Card,Health,Islamabad,Upto 50% ,N/A,"Upto 50% off on selected services Bank Alfalah Cards
01-06-2022 to 31-12-2023"
2710,Bank Alfalah Visa Classic Credit Card,Health,Islamabad,Upto 50% ,N/A,"Upto 50% off on selected services Bank Alfalah Cards
01-06-2022 to 31-12-2023"
2711,Bank Alfalah Debit Cards,Health,Islamabad,Upto 50% ,N/A,"Upto 50% off on selected services Bank Alfalah Cards
01-06-2022 to 31-12-2023"
2712,Bank Alfalah Pehchaan Account for Women,Health,Islamabad,Upto 50% ,N/A,"Upto 50% off on selected services Bank Alfalah Cards
01-06-2022 to 31-12-2023"
2713,Bank Alfalah Islamic Gold and Classic Debit Card,Health,Islamabad,Upto 50% ,N/A,"Upto 50% off on selected services Bank Alfalah Cards
01-06-2022 to 31-12-2023"
2714,Bank Alfalah Islamic Premier Signature Debit Card,Health,Islamabad,Upto 50% ,N/A,"Upto 50% off on selected services Bank Alfalah Cards
01-06-2022 to 31-12-2023"
2715,Bank Alfalah Islamic Signature Debit Card,Health,Islamabad,Upto 50% ,N/A,"Upto 50% off on selected services Bank Alfalah Cards
01-06-2022 to 31-12-2023"
2716,Bank Alfalah Islamic Powerpack Debit Card,Health,Islamabad,Upto 50% ,N/A,"Upto 50% off on selected services Bank Alfalah Cards
01-06-2022 to 31-12-2023"
2717,Alfalah Premier VISA Signature Debit Card,Lifestyle,Lahore,5%,N/A,All Items
2718,Alfalah Visa Signature Debit Card,Lifestyle,Lahore,5%,N/A,All Items
2719,Bank Alfalah Debit Cards,Lifestyle,Lahore,5%,N/A,All Items
2720,Bank Alfalah Premier VISA Platinum Credit Card,Lifestyle,Sargodha,15% ,N/A,"Flat 15%

28-11-2022 to 31-12-2023"
2721,Bank Alfalah Premier VISA Signature Debit Card,Lifestyle,Sargodha,15%,N/A,"Flat 15%

28-11-2022 to 31-12-2023"
2722,Bank Alfalah Visa Signature Debit Card,Lifestyle,Sargodha,15%,N/A,"Flat 15%

28-11-2022 to 31-12-2023"
2723,Bank Alfalah Visa Platinum Credit Card,Lifestyle,Sargodha,15%,N/A,"Flat 15%

28-11-2022 to 31-12-2023"
2724,Bank Alfalah American Express Card,Lifestyle,Sargodha,15%,N/A,"Flat 15%

28-11-2022 to 31-12-2023"
2725,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,Sargodha,15%,N/A,"Flat 15%

28-11-2022 to 31-12-2023"
2726,Bank Alfalah Visa Gold Credit Card,Lifestyle,Sargodha,15%,N/A,"Flat 15%

28-11-2022 to 31-12-2023"
2727,Bank Alfalah Mastercard Titanium Credit Card,Lifestyle,Sargodha,15%,N/A,"Flat 15%

28-11-2022 to 31-12-2023"
2728,Bank Alfalah Ultra Cashback Card,Lifestyle,Sargodha,15%,N/A,"Flat 15%

28-11-2022 to 31-12-2023"
2729,Bank Alfalah Visa Classic Credit Card,Lifestyle,Sargodha,15%,N/A,"Flat 15%

28-11-2022 to 31-12-2023"
2730,Bank Alfalah Debit Cards,Lifestyle,Sargodha,15%,N/A,"Flat 15%

28-11-2022 to 31-12-2023"
2731,Bank Alfalah Pehchaan Account for Women,Lifestyle,Sargodha,15%,N/A,"Flat 15%

28-11-2022 to 31-12-2023"
2732,Bank Alfalah Islamic Gold and Classic Debit Card,Lifestyle,Sargodha,15%,N/A,"Flat 15%

28-11-2022 to 31-12-2023"
2733,Bank Alfalah Islamic Premier Signature Debit Card,Lifestyle,Sargodha,15%,N/A,"Flat 15%

28-11-2022 to 31-12-2023"
2734,Bank Alfalah Islamic Signature Debit Card,Lifestyle,Sargodha,15%,N/A,"Flat 15%

28-11-2022 to 31-12-2023"
2735,Bank Alfalah Islamic Powerpack Debit Card,Lifestyle,Sargodha,15%,N/A,"Flat 15%

28-11-2022 to 31-12-2023"
2736,Alfalah Premier VISA Signature Debit Card,Shopping,Lahore,5%,N/A,All Items
2737,Alfalah Visa Signature Debit Card,Shopping,Lahore,5%,N/A,All Items
2738,Bank Alfalah Debit Cards,Shopping,Lahore,5%,N/A,All Items
2739,Bank Alfalah Mastercard Optimus Credit Card,Dining,Karachi,15%,N/A,Sky Grill – Avari Tower
2740,Alfalah Premier VISA Platinum Credit Card,Dining,Karachi,15%,N/A,Sky Grill – Avari Tower
2741,Alfalah Premier VISA Signature Debit Card,Dining,Karachi,15%,N/A,Sky Grill – Avari Tower
2742,Alfalah Visa Platinum Credit Card,Dining,Karachi,15%,N/A,Sky Grill – Avari Tower
2743,Alfalah Visa Signature Debit Card,Dining,Karachi,15%,N/A,Sky Grill – Avari Tower
2744,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Faisalabad,15%,N/A,Sky Lounge
2745,Bank Alfalah Premier VISA Signature Debit Card,Dining,Faisalabad,15%,N/A,Sky Lounge
2746,Bank Alfalah Visa Signature Debit Card,Dining,Faisalabad,15%,N/A,Sky Lounge
2747,Bank Alfalah Visa Platinum Credit Card,Dining,Faisalabad,15%,N/A,Sky Lounge
2748,Bank Alfalah American Express Card,Dining,Faisalabad,15%,N/A,Sky Lounge
2749,Bank Alfalah Mastercard Optimus Credit Card,Dining,Faisalabad,15%,N/A,Sky Lounge
2750,Bank Alfalah Visa Gold Credit Card,Dining,Faisalabad,15%,N/A,Sky Lounge
2751,Bank Alfalah Mastercard Titanium Credit Card,Dining,Faisalabad,15%,N/A,Sky Lounge
2752,Bank Alfalah Ultra Cashback Card,Dining,Faisalabad,15%,N/A,Sky Lounge
2753,Bank Alfalah Visa Classic Credit Card,Dining,Faisalabad,15%,N/A,Sky Lounge
