dealId,keywords,title,startDate,endDate,poweredBy,percentageValue,targetEntityId,sourceEntityId,redeemableCount,orderType,expiresIn,description,targetBranches,likedByMe,dislikedByMe,targetEntityName,targetEntityLogo,sourceOriginalId,sourceEntityName,sourceEntityDescription,sourceEntityContactNumber,buy,apply,sourceEntityLogo,associations,isRedeemable,redeemedCount,redemptionDetails,onlineAvailable,metaData,image,dislikeCount,likeCount
88710,[''],15% off,2022-10-27T13:16:00,2023-12-31T23:59:00,NONE,15,16889,30,0,OUTLET,233678,"* Discounts are not valid with partner's own promotions.
* The offer is valid till 31-Dec-2023
* Terms & Conditions apply.",{},false,false,Conatural,https://d2liqplnt17rh6.cloudfront.net/logoImages/logocopy_5a69e7a4-dd97-4da3-a569-07d33ad6e2eb-195.jpeg,44,Faysal Bank Limited,"Bank on Ambition! Faysal bank provides easy personal and home loan to its customers along with atm facility around the country. Here you can find all the deals and discounts on all Faysal Bank Credit and Debit Cards including Master World Credit Card, Master Platinum Credit Card, Master Titanium Credit Card, Visa Gold Debit Card etc..",111 747 747,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/faysalbanknewlog_e0d5276a-622e-47e2-8cc2-c308965912c7-514.jpeg,"[{'typeId': 1717, 'name': 'Faysal Islami Mastercard Classic Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/convclassicdebit_72dbeb80-441a-4a74-9d9c-f773e7279bb4-922.png', 'order': 0, 'sourceEntityAssociationId': 2015}, {'typeId': 1718, 'name': 'Faysal Islami Mastercard Gold Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/convgold_32342f4d-550c-4080-9703-3073c4a54860-985.png', 'order': 0, 'sourceEntityAssociationId': 2026}, {'typeId': 1811, 'name': 'Faysal Islami Noor Gold  Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/noorgoldcard_a6f2bb85-3387-4aef-9c6b-f38d8646ffcb-604.png', 'order': 0, 'sourceEntityAssociationId': 2231}, {'typeId': 1813, 'name': 'Faysal Islami Noor Platinum  Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/noorplatinum_99a6afe3-e3c5-4c4d-806e-d9423cd1b825-266.png', 'order': 0, 'sourceEntityAssociationId': 2233}, {'typeId': 1812, 'name': 'Faysal Islami Noor Titanium  Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/noortitanium_c09fa2cf-a4c9-4ee4-9986-7a29dca3b472-346.png', 'order': 0, 'sourceEntityAssociationId': 2232}, {'typeId': 1810, 'name': 'Faysal Islami Noor Velocity Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/noorvelocity_fa6b6033-b298-4674-8aa4-3b8f47c339f4-966.png', 'order': 0, 'sourceEntityAssociationId': 2230}, {'typeId': 1814, 'name': 'Faysal Islami Noor World  Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/noorworld_97c79884-6c26-498e-8e66-5fb9ff085ffe-710.png', 'order': 0, 'sourceEntityAssociationId': 2234}, {'typeId': 1836, 'name': 'Faysal Islami Priority Mastercard Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/proritycard_87d0f811-212e-4036-8e10-00fcc1dfc982-404.png', 'order': 0, 'sourceEntityAssociationId': 2360}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",True,,,,
88666,[''],25% off,2022-10-25T16:41:00,2023-10-19T23:59:00,NONE,25,87,45,0,OUTLET,233678,"* 25% discount with PKR 2,000 capping per transaction
* This offer cannot be combined with any other discount scheme being offered by Merchant during the validity of the campaign. 
* Discount is applicable on Regular Menu Prices except for Beverages, Deals & Promotional Campaigns at all Merchant’s outlets Nationwide for Dine In & Takeaway.
* Allied Bank offers discounts and/or promotional offers that are discretionary and the card members are not entitled to claim the same as a matter of their right.
* Allied Bank is entitled at any time without any liability to card member in any manner whatsoever to terminate or withdraw or change the criteria and conditions for these discounts and/or promotional offers.
* Allied Bank Card members may be entitled to discounts mentioned above in respect of payments made at the mentioned Alliance Partners through their Allied (Visa, Paypak ) Cards (including Credit ,Debit and Prepaid cards) and is not applicable in respect of cash transactions.
* These discounts are not valid in conjunction with other special promotions and/or discount programs defined by Allied Bank or Alliance Partners.
* For any further information, please call Helpline at: 111-225-225.","{'475307': 'Gobindpura Faisalabad Branch', '475308': 'Nasar Ullah Khan Town Faisalabad Branch'}",false,false,Broadway Pizza,https://d2liqplnt17rh6.cloudfront.net/logoImages/LogoRecovered_2e26167d-2306-4804-8e06-883cd849aa84-117.jpeg,778,Allied Bank,Ap Kay Dil Mai Hamara Account,111 110 110,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/960e7769-9ded-428d-89a7-b1d4776435ba-350.jpeg,"[{'typeId': 1733, 'name': 'Visa Platinum Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/visaplatinumcard_dad12d69-ab1b-4cc8-bb58-357c1480599b-563.jpeg', 'order': 14, 'sourceEntityAssociationId': 2087}, {'typeId': 631, 'name': 'Visa Platinum Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/56ce444b-ba3f-4d26-ab2a-82bfe57db0cf-187.png', 'order': 13, 'sourceEntityAssociationId': 502}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",,,,,
88665,[''],35% off,2022-10-25T16:39:00,2023-10-19T23:59:00,NONE,35,87,45,0,OUTLET,233678,"* 35% discount with PKR 3,000 capping per transaction
* This offer cannot be combined with any other discount scheme being offered by Merchant during the validity of the campaign. 
* Discount is applicable on Regular Menu Prices except for Beverages, Deals & Promotional Campaigns at all Merchant’s outlets Nationwide for Dine In & Takeaway.
* Allied Bank offers discounts and/or promotional offers that are discretionary and the card members are not entitled to claim the same as a matter of their right.
* Allied Bank is entitled at any time without any liability to card member in any manner whatsoever to terminate or withdraw or change the criteria and conditions for these discounts and/or promotional offers.
* Allied Bank Card members may be entitled to discounts mentioned above in respect of payments made at the mentioned Alliance Partners through their Allied (Visa, Paypak ) Cards (including Credit ,Debit and Prepaid cards) and is not applicable in respect of cash transactions.
* These discounts are not valid in conjunction with other special promotions and/or discount programs defined by Allied Bank or Alliance Partners.
* For any further information, please call Helpline at: 111-225-225.","{'475307': 'Gobindpura Faisalabad Branch', '475308': 'Nasar Ullah Khan Town Faisalabad Branch'}",false,false,Broadway Pizza,https://d2liqplnt17rh6.cloudfront.net/logoImages/LogoRecovered_2e26167d-2306-4804-8e06-883cd849aa84-117.jpeg,778,Allied Bank,Ap Kay Dil Mai Hamara Account,111 110 110,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/960e7769-9ded-428d-89a7-b1d4776435ba-350.jpeg,"[{'typeId': 1600, 'name': 'Visa Premium Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/ablvisapremium_87373a5a-9539-4fe2-9b99-203268754826-807.jpeg', 'order': 15, 'sourceEntityAssociationId': 1710}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",,,,,
88640,[''],50% off,2022-10-24T16:37:00,2023-03-31T23:59:00,NONE,50,28237,96,0,OUTLET,233678,"* The Bank may together with the Alliance Partners, offer discounts from time to time, as part of promotion schemes for the Cardholders. However, the Alliance Partners have full authority to refuse any promotional offers, and the Bank shall not be liable to the Cardholder for any such refusal.
* Bank Offers including Discounts, Promotional Offers,and Incentives that are discretionary, and the Cardholders are not entitled to claim the same as a matter of their right.
* Bank is entitled at any time without any liability to the Cardholder in any manner whatsoever to terminate or withdraw or change the criteria and conditions for these discounts, promotional offers, and incentives. 
* The Cardholders may be entitled to discounts mentioned above in respect to payments made at the mentioned Alliance Partners through their BOP Credit Card /Debit Card. This entitlement is not applicable in respect of cash transactions. 
* The aforementioned discounts are not valid in conjunction with other special promotions, discount programs or vouchers defined by the Bank or Alliance Partners.
* All Discounts, Promotional Offers,and Incentives are subject to the specific category of the card bins (Silver, Gold, Platinum, or World). The cardholder of each category will only be able to enjoy the Offers of the card he/she holds and not any other. 
* The terms of our banking agreement apply to each use of a Credit/Debit card. If a cardholder does not agree with those terms, they should not sign the credit card or carry out any transaction. 
* Cardholder accepts the terms of our banking agreement when he/she first use the Debit/credit card.",{},false,false,Befiler,https://d2liqplnt17rh6.cloudfront.net/logoImages/logo_73c0c5cd-5dda-4cd3-bc5f-3adb16217464-998.jpeg,4468,Bank of Punjab,"Passion Reborn! Bank of Punjab is a customer focused bank with service excellence. Here you can find all the deals and discounts on all BOP Debit Cards including MasterCard Gold Debit Card, MasterCard Silver Debit Card and MasterCard Platinum Debit Card.",042 111 200 100,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/bf3dc167-9b23-401f-a988-9a535a14a211-58.jpeg,"[{'typeId': 1838, 'name': 'Mastercard Women Naaz Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/naazdebitcard_acedd7e3-0a65-40be-a1b7-4ee0ebc783ae-987.jpeg', 'order': 5, 'sourceEntityAssociationId': 2373}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",True,,,,
88639,[''],15% off,2022-10-24T16:33:00,2023-07-14T23:59:00,NONE,15,36920,96,0,OUTLET,233678,"* The Bank may together with the Alliance Partners, offer discounts from time to time, as part of promotion schemes for the Cardholders. However, the Alliance Partners have full authority to refuse any promotional offers, and the Bank shall not be liable to the Cardholder for any such refusal.
* Bank Offers including Discounts, Promotional Offers,and Incentives that are discretionary, and the Cardholders are not entitled to claim the same as a matter of their right.
* Bank is entitled at any time without any liability to the Cardholder in any manner whatsoever to terminate or withdraw or change the criteria and conditions for these discounts, promotional offers, and incentives. 
* The Cardholders may be entitled to discounts mentioned above in respect to payments made at the mentioned Alliance Partners through their BOP Credit Card /Debit Card. This entitlement is not applicable in respect of cash transactions. 
* The aforementioned discounts are not valid in conjunction with other special promotions, discount programs or vouchers defined by the Bank or Alliance Partners.
* All Discounts, Promotional Offers,and Incentives are subject to the specific category of the card bins (Silver, Gold, Platinum, or World). The cardholder of each category will only be able to enjoy the Offers of the card he/she holds and not any other. 
* The terms of our banking agreement apply to each use of a Credit/Debit card. If a cardholder does not agree with those terms, they should not sign the credit card or carry out any transaction. 
* Cardholder accepts the terms of our banking agreement when he/she first use the Debit/credit card.",{},false,false,Souk Galleria,https://d2liqplnt17rh6.cloudfront.net/logoImages/soukgallerialogo_404ed4a8-b58a-4ec7-b486-d1aa8d45c4fd-544.jpeg,4468,Bank of Punjab,"Passion Reborn! Bank of Punjab is a customer focused bank with service excellence. Here you can find all the deals and discounts on all BOP Debit Cards including MasterCard Gold Debit Card, MasterCard Silver Debit Card and MasterCard Platinum Debit Card.",042 111 200 100,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/bf3dc167-9b23-401f-a988-9a535a14a211-58.jpeg,"[{'typeId': 1838, 'name': 'Mastercard Women Naaz Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/naazdebitcard_acedd7e3-0a65-40be-a1b7-4ee0ebc783ae-987.jpeg', 'order': 5, 'sourceEntityAssociationId': 2373}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",True,,,,
88604,[''],20% off,2022-10-21T16:17:00,2023-12-31T23:59:00,NONE,20,8939,38,0,OUTLET,233678,"* Discount Cap PKR 5,000
* Terms & Conditions apply.",{'352116': 'Lyallpur Galleria Faisalabad Branch'},false,false,Speed Sports,https://d2liqplnt17rh6.cloudfront.net/logoImages/speedsportslogo_d38f92c5-a213-40dd-92f6-b8802c75a117-538.jpeg,321,United Bank Limited (UBL),"Where You Come First! UBL is one of the largest banks of Pakistan. Here you can find all the deals and discounts on all UBL Credit and Debit Cards inlcuding Visa Classic Credit Card, Visa Gold Credit, Visa Platinum Credit Card, Master Debit Card, Wiz Visa Prepaid Debit Card (Internet Card) etc. along with Omni App and Omni Debit Card for UBL Omni account holders. ",111 825 888,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/4b819a00-27cd-4533-9c68-a50164989c46-393.jpeg,"[{'typeId': 1845, 'name': 'UBL Urooj Visa Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/uroojvisacard_d0106034-7db1-4754-9fa9-6d9937e7c3c2-919.png', 'order': 0, 'sourceEntityAssociationId': 2418}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",,,,,
88601,[''],20% off,2022-10-21T16:02:00,2023-03-01T23:59:00,NONE,20,542,38,0,OUTLET,233678,"* 4 Transactions Per Month
* Discount Cap PKR 200
* Terms & Conditions apply.",{},false,false,Careem,https://d2liqplnt17rh6.cloudfront.net/logoImages/Careemlogo2_54cef2bd-717e-4b43-91a1-cf8468a20e44-112.jpeg,321,United Bank Limited (UBL),"Where You Come First! UBL is one of the largest banks of Pakistan. Here you can find all the deals and discounts on all UBL Credit and Debit Cards inlcuding Visa Classic Credit Card, Visa Gold Credit, Visa Platinum Credit Card, Master Debit Card, Wiz Visa Prepaid Debit Card (Internet Card) etc. along with Omni App and Omni Debit Card for UBL Omni account holders. ",111 825 888,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/4b819a00-27cd-4533-9c68-a50164989c46-393.jpeg,"[{'typeId': 1845, 'name': 'UBL Urooj Visa Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/uroojvisacard_d0106034-7db1-4754-9fa9-6d9937e7c3c2-919.png', 'order': 0, 'sourceEntityAssociationId': 2418}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",True,,,,
88585,[''],UP TO 10% off on Treatments,2022-10-20T15:22:00,2023-08-14T23:59:00,NONE,10,65859,96,0,OUTLET,233678,"* Get up to 10% discount for treatments with the best medical experts, hospitals & clinics.
* Redemption Method: On-spot Discount
  * Step 1: Go to www.vaidam.com/mastercard-offers
  * Step 2: Fill up the enquiry form-Name, Email, Contact Number, Country, A brief about the medical issue
  * Step 3 : Within 24 hours of receiving the enquiry, Vaidamassigns a case manager for the patient
  * Step 4: Case manager connects with the patient via email/ phone/ WhatsApp and collects more details 
  * Step 5: Case manager connects with doctors and hospitals in the preferred destination of the patient and prepare a treatment plan including the cost of treatment. 
  * Step 6 : Case manager helps patient with other documentation that patient may need to travel -for eg-appointment letter, visa invitation letter, letter for employer etc.
  * Step 6: Patient then books their flight to the destination country and share the itinerary with the case manager. Case manager then makes further arrangements for airport transfer, hotel reservation -depending on the patient preference.
  * Step 7: The case manager informs the hospital before the patient arrival that the patient is eligible for special discount for Mastercard holders.
  * Step 8: Patient starts the treatment at the hospital and at the time of discharge from the hospital, the discount is applied
* Exclusions/Inclusions/Subjectivity:
  * Discount applied on the treatment cost is uncapped.
  * 10% discount on Service fees for Cardholders inTurkeyand India
  * 5% discount on Service fees UAE region.
  * Existing patients of a hospital will NOT be eligible for this discount.
  * Patients using services of any other medical facilitator agency for hospital logistics shall NOT be eligible for the discount.
  * Certain treatments where cost > USD 20,000 OR treatment which involves implants with value >USD 10,000 may NOT be eligible for the flat discounts. Patient will have to check with the case manager for the applicability of discount for such treatments
* Mastercard® is not a licensed provider of any medical services and does not sell, solicit, or provide advice on health services,medical procedures or products. Mastercard expressly states that Mastercard shall not beliable for any direct, indirect, incidental, consequential, special, or other damages arising from or related to, your use of the services referred to herein or any other service you may access pursuant to this promotion, regardless of whether you knew or should have known of the possibility of such damages. You acknowledge and agree that Mastercard does not recommend and/or endorse any specific physicians, products, procedures, opinions or other services that may be mentioned or accessible on this site. You further acknowledge and agree that you access such medical services, products and procedures solely at your own risk and option.",{},false,false,Vaidam Health,https://d2liqplnt17rh6.cloudfront.net/logoImages/vaidamhealthlogo_05c9ba3f-b4b2-46fe-a02a-42e353e40c92-92.jpeg,4468,Bank of Punjab,"Passion Reborn! Bank of Punjab is a customer focused bank with service excellence. Here you can find all the deals and discounts on all BOP Debit Cards including MasterCard Gold Debit Card, MasterCard Silver Debit Card and MasterCard Platinum Debit Card.",042 111 200 100,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/bf3dc167-9b23-401f-a988-9a535a14a211-58.jpeg,"[{'typeId': 656, 'name': 'Mastercard Platinum Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/bopplatinummastercarddebit_b13335c6-10fe-4969-8341-504c87c4b987-740.png', 'order': 10, 'sourceEntityAssociationId': 562}, {'typeId': 659, 'name': 'Mastercard Gold Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/5d32ef75-d501-4337-9d67-56e4caa5fdd3-870.jpeg', 'order': 9, 'sourceEntityAssociationId': 563}, {'typeId': 1744, 'name': 'KHAAS Platinum Mastercard Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/bopplatinumcard_abbdfcf3-5521-4c4b-a454-8695aea676f2-144.jpeg', 'order': 7, 'sourceEntityAssociationId': 2136}, {'typeId': 1833, 'name': ""Lahore Qalandar's Mastercard Debit Card"", 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/lahoreqalandarcard_2fed5d78-952a-42a3-bd8a-d5e1410c8ce9-233.png', 'order': 5, 'sourceEntityAssociationId': 2347}, {'typeId': 1834, 'name': 'Mastercard Gold Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/mastercardgoldcard_750bc795-9391-4845-b7f9-905750de3063-537.png', 'order': 3, 'sourceEntityAssociationId': 2348}, {'typeId': 1835, 'name': 'Mastercard Platinum Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/mastercardplatinumcard_684a9d52-734a-40cb-ae51-45e6b770d1dc-208.png', 'order': 2, 'sourceEntityAssociationId': 2349}, {'typeId': 1837, 'name': 'Mastercard World Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/bopmastercardworld_b92f5b50-4990-4af7-a847-fb2809e8f383-447.png', 'order': 1, 'sourceEntityAssociationId': 2371}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",True,,,,
88584,[''],50% off on Registering To The Mastercard Premium Membership,2022-10-20T14:52:00,2023-08-14T23:59:00,NONE,50,65857,96,0,OUTLET,233678,"* Get 50% off by registering to the Mastercard Premium Membership
* Unlimited access to Tournaments
* Exclusive access to Mastercard Series & Tournaments
* Exclusive content and opportunity to win exciting perks & rewards
* Redemption Method:  
  * Signup or log in to Go Gamers Gaming Community (www.gogamers.tech)
  * Use your BOP Mastercard to purchase “Mastercard Premium Membership”
  * Register in coaching sessions and tournaments in ""Mastercard Championship Series”
* This offer is valid only for customers having valid Go Gamers account and an eligible Mastercard card
* All events in Mastercard Championship Series would follow Go Gamers’ Tournament Rules & Guidelines
* Schedule of events are subject to change",{},false,false,Go Gamers Tech,https://d2liqplnt17rh6.cloudfront.net/logoImages/gogamerslogo_c41d43c8-ec91-4493-9189-3dfd22c8de1b-700.jpeg,4468,Bank of Punjab,"Passion Reborn! Bank of Punjab is a customer focused bank with service excellence. Here you can find all the deals and discounts on all BOP Debit Cards including MasterCard Gold Debit Card, MasterCard Silver Debit Card and MasterCard Platinum Debit Card.",042 111 200 100,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/bf3dc167-9b23-401f-a988-9a535a14a211-58.jpeg,"[{'typeId': 656, 'name': 'Mastercard Platinum Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/bopplatinummastercarddebit_b13335c6-10fe-4969-8341-504c87c4b987-740.png', 'order': 10, 'sourceEntityAssociationId': 562}, {'typeId': 659, 'name': 'Mastercard Gold Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/5d32ef75-d501-4337-9d67-56e4caa5fdd3-870.jpeg', 'order': 9, 'sourceEntityAssociationId': 563}, {'typeId': 1744, 'name': 'KHAAS Platinum Mastercard Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/bopplatinumcard_abbdfcf3-5521-4c4b-a454-8695aea676f2-144.jpeg', 'order': 7, 'sourceEntityAssociationId': 2136}, {'typeId': 1833, 'name': ""Lahore Qalandar's Mastercard Debit Card"", 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/lahoreqalandarcard_2fed5d78-952a-42a3-bd8a-d5e1410c8ce9-233.png', 'order': 5, 'sourceEntityAssociationId': 2347}, {'typeId': 1838, 'name': 'Mastercard Women Naaz Debit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/naazdebitcard_acedd7e3-0a65-40be-a1b7-4ee0ebc783ae-987.jpeg', 'order': 5, 'sourceEntityAssociationId': 2373}, {'typeId': 1834, 'name': 'Mastercard Gold Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/mastercardgoldcard_750bc795-9391-4845-b7f9-905750de3063-537.png', 'order': 3, 'sourceEntityAssociationId': 2348}, {'typeId': 1835, 'name': 'Mastercard Platinum Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/mastercardplatinumcard_684a9d52-734a-40cb-ae51-45e6b770d1dc-208.png', 'order': 2, 'sourceEntityAssociationId': 2349}, {'typeId': 1837, 'name': 'Mastercard World Credit Card', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/bopmastercardworld_b92f5b50-4990-4af7-a847-fb2809e8f383-447.png', 'order': 1, 'sourceEntityAssociationId': 2371}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",True,,,,
88564,[''],20% off,2022-10-19T17:25:00,2023-12-31T00:00:00,NONE,20,12828,32,0,OUTLET,233678,"* Discount is applicable to ala Carte/main menu
* The discounts are not valid in conjunction with other special promotions, discount programmes or vouchers defined by HBL or alliance partners
* The discounts cannot be combined with group discounts, parties, special events or any other offers
* HBL Cardmembers are entitled to discounts in respect to payments made at the alliance partners through their HBL Cards. This is not applicable in respect to cash transactions.
* HBL will not be responsible for any complaint or liability whatsoever that arises with respect to items and services availed on the mentioned partners.
* HBL reserves the right to terminate or withdraw or change the criteria of any discount offering without providing prior notice or reason.
* HBL is not liable for the accuracy of the brand offers mentioned under alliances. For updated brand offers, please refer to the relevant alliance partner’s website or physical outlet.",{'178443': 'Canal Expressway Faisalabad Branch'},false,false,The Melting Swan,https://d2liqplnt17rh6.cloudfront.net/logoImages/6d734ae9-a490-489c-a0ef-04c50b63e2a5-274.jpeg,289,Habib Bank Limited,"Jahan Khwab Wahan HBL! HBL being the largest bank of Pakistan provides amazing online (internet) banking service along with easy car loan for its customers. Here you can find all the deals and discounts for all HBL Credit and Debit cards including Visa Gold Credit Card, Visa Green Credit Card, Visa Platinum Credit Card, Master Debit Card, Master World Debit Card, Master Titanium Debit Card etc..",111 111 425,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/7e181938-1dc1-402b-a53e-95fc62258276-265.jpeg,"[{'typeId': 813, 'name': 'HBL Platinum CreditCard', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/platinumcreditcard_72f93088-2bfb-49c1-a1bc-12537dc75526-520.jpeg', 'order': 10, 'sourceEntityAssociationId': 9}, {'typeId': 1729, 'name': 'HBL World Elite DebitCard', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/worldelitedebitcard_c16e72d1-1c55-4938-a1a9-bf4da6c31f9d-150.jpeg', 'order': 9, 'sourceEntityAssociationId': 2059}, {'typeId': 804, 'name': 'HBL World DebitCard', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/worlddebitcard_c56cebdd-89a4-45d6-9780-2c5c83759449-693.jpeg', 'order': 8, 'sourceEntityAssociationId': 10}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",,,,,
88563,[''],15% off,2022-10-19T17:25:00,2023-12-31T00:00:00,NONE,15,12828,32,0,OUTLET,233678,"* Discount is applicable to ala Carte/main menu
* The discounts are not valid in conjunction with other special promotions, discount programmes or vouchers defined by HBL or alliance partners
* The discounts cannot be combined with group discounts, parties, special events or any other offers
* HBL Cardmembers are entitled to discounts in respect to payments made at the alliance partners through their HBL Cards. This is not applicable in respect to cash transactions.
* HBL will not be responsible for any complaint or liability whatsoever that arises with respect to items and services availed on the mentioned partners.
* HBL reserves the right to terminate or withdraw or change the criteria of any discount offering without providing prior notice or reason.
* HBL is not liable for the accuracy of the brand offers mentioned under alliances. For updated brand offers, please refer to the relevant alliance partner’s website or physical outlet.",{'178443': 'Canal Expressway Faisalabad Branch'},false,false,The Melting Swan,https://d2liqplnt17rh6.cloudfront.net/logoImages/6d734ae9-a490-489c-a0ef-04c50b63e2a5-274.jpeg,289,Habib Bank Limited,"Jahan Khwab Wahan HBL! HBL being the largest bank of Pakistan provides amazing online (internet) banking service along with easy car loan for its customers. Here you can find all the deals and discounts for all HBL Credit and Debit cards including Visa Gold Credit Card, Visa Green Credit Card, Visa Platinum Credit Card, Master Debit Card, Master World Debit Card, Master Titanium Debit Card etc..",111 111 425,False,False,https://d2liqplnt17rh6.cloudfront.net/logoImages/7e181938-1dc1-402b-a53e-95fc62258276-265.jpeg,"[{'typeId': 806, 'name': 'HBL Gold CreditCard', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/goldcreditcard_c0cfd661-401c-499c-bbc8-341b8da2ace7-419.jpeg', 'order': 7, 'sourceEntityAssociationId': 8}, {'typeId': 1581, 'name': 'HBL Gold DebitCard', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/golddebitcard_c5316b0f-4d7b-4a54-a486-7f02bcd111c4-632.jpeg', 'order': 6, 'sourceEntityAssociationId': 1645}, {'typeId': 811, 'name': 'HBL Titanium DebitCard', 'image': 'https://d2liqplnt17rh6.cloudfront.net/cardImages/hblprestigecard_3a19c34b-9496-4d9e-ac69-d25192755c74-610.png', 'order': 4, 'sourceEntityAssociationId': 12}]",False,0,"{'isRedeemable': False, 'redeemableCount': 0, 'redeemedCount': 0}",,,,,
